Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CNCCC(F)(F)F)cc13)N(C)S(=O)(=O)CC2	IC50	'='	890.0	nM	Inhibition of cathepsin-D
CC(=O)N[C@@H](Cc1cccc(F)c1)[C@H](O)CN[C@H]1C[C@]2(C[C@@H](F)C2)Oc2ncc(CC(C)(C)C)cc21	IC50	'='	12.0	nM	Inhibition of cathepsin D
CC(C)CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1	IC50	'='	7400.0	nM	Inhibition of cathepsin D by FRET assay
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H]1NCc2ccc(cc2)OCCOCCOCCNC(=O)[C@H](C(C)C)NC1=O	IC50	'>'	10000.0	nM	The compound was tested for inhibition of Human Cathepsin D
CCOc1ccc2nc(Sc3ccc(NC(=O)c4cc(Cl)ccc4O)cc3)sc2c1	IC50	'>'	10000.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
CCCCN1C(=O)[C@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)CC1(C)C	IC50	'='	100.0	nM	Inhibitory concentration against cathepsin D
CCOc1ccc2sc(Sc3ccc(NC(=O)c4cc(Cl)cc(Cl)c4O)cc3)nc2c1	IC50	'='	1800.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
CN1C(=O)[C@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)CC1(C)C	IC50	'='	150.0	nM	Inhibitory concentration against cathepsin D
N#Cc1cccnc1Oc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1	IC50	'='	1400000.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
Cc1cc(OC(F)F)cnc1C(=O)Nc1ccc(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)n1	IC50	'='	492000.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1	IC50	'='	1070000.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
C[C@@]1(c2cc(Nc3nccc4cc(C#N)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1	IC50	'>'	400000.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
COc1cnc2c(Nc3cc(F)c(F)c([C@]4(C)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2n1	IC50	'='	519000.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1	IC50	'>'	400000.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
COc1cc(Cl)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1	IC50	'>'	400000.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
C[C@@]1(c2cc(NC(=O)c3cnc(OCc4ncco4)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1	IC50	'='	1045000.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1	IC50	'='	504900.0	nM	In Vitro Enzymatic Cathepsin D FRET Assay: Recombinant Cat D was expressed in CHO cells. The assay buffer for CathepsinD is 0.05 M citrate pH 3.5, 10% DMSO final, 5 mM CHAPS. The Cat D enzyme (9 nM) is pre-incubated for one hour with inhibitors, typically in about 1 uL of DMSO according to a serial dilution, is added thereto. The assays are effectively started by the addition of different FRET substrates (20 nM for Cat D) and the combination is incubated for one hour. The FRET assay is terminated with by addition of Tris buffer, which raises the pH to neutrality, and the fluorescence is determined. The FRET substrate is a peptide with commercially available fluorophore and quencher, on opposite sides of the BACE cleavage site. The Cat D substrate peptide sequence is based on sequence #1 of Table 1 from Gulnik et al. FEBS Letters v413 p 379-384 1997. Proteolytic cleavage of the FRET substrate releases quenching of fluorescence (Cat D excitation 500 nm and emission 580 nm).
CC(C)CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1	IC50	'='	3090.0	nM	Inhibition of cathepsin D
N#Cc1cc(NC(=O)c2cc(Cl)cc(Cl)c2O)ccc1Sc1nc2ccccc2s1	IC50	'='	1600.0	nM	Inhibitory activity against human liver Cathepsin D using Cathepsin D assay.
CC1(C)CN(c2cc3c(cn2)Oc2ccc(-c4cccnc4F)cc2[C@@]32COC(N)=N2)CCO1	IC50	'='	530.0	nM	Inhibition of cathepsin D (unknown origin)
NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(N3CC[C@H](F)C3)cc12	IC50	'='	2220.0	nM	Inhibition of cathepsin D (unknown origin)
NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(-c3ccccc3)cc12	IC50	'='	650.0	nM	Inhibition of cathepsin D (unknown origin)
NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1cnc(C3CCCOC3)cc12	IC50	'='	5800.0	nM	Inhibition of cathepsin D (unknown origin)
CC[C@H](C)[C@H](NC(=O)C[C@H](N)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccccc1)C(C)C)C(=O)N[C@H](C(=O)OC)C(C)C	IC50	'='	81.0	nM	In-Vitro Fluorescence Assay: In order to identify modulators of cathepsin D activity, a continuous enzymatic test was carried out with a synthetic peptide which carries a fluorescent group (MCA=(7-methoxycoumarin-4-yl)acetyl) which is quenched by energy transfer from a Dpn (2,4 dinitrophenyl) group on the same molecule, in Greiner 384-well nb microtitre plates. Cleavage of the peptidic substrate by cathepsin D causes an increase in the fluorescence intensity. In order to determine the efficacy of substances, the time-dependent increase in the fluorescence intensity in the presence of the substance was compared with the time-dependent increase in fluorescence in the absence of substances. The reference substance used was pepstatin A (Sigma-Aldrich). The substrate used was MCAGKPILFFRLK(Dnp)d-R-NH2 (Enzo Life Sciences, Lorrach). The enzyme employed was cathepsin D isolated from the human liver (Sigma-Aldrich) in a final concentration of 1.4 nM. The test was carried out in 100 mM sodium acetate buffer, 1.25% (v/v) of DMSO, 0.25% (w/v) of Chaps, pH 5.5. 2 ul of each substance solution with serially diluted substance concentration were added to in each case 4 ul of cathepsin D solution and incubated at room temperature for 10 min. The reaction was started by addition of 2 ul of substrate solution (final concentration 5 uM). After carrying out a starting-point fluorescence measurement (excitation wavelength 340 nm/emission wavelength 450 nm) using an Envision multilabel reader (Perkin Elmer), the reaction was incubated at room temperature for 60 min. The amount of peptide fragment cleaved off during the reaction time was subsequently measured by determination of the increase in the fluorescence intensity at 450 nm (excitation wavelength 340 nm).
CCC(=O)N(C)C(C)(C)[C@H]1CCC[C@@H](C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)CNCc2cccc(C(C)C)c2)C1	IC50	'='	410.0	nM	Inhibition of Cathepsin D
CCCc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN[C@@H](C)C(=O)NC2CCCCC2)cc(N2CCCC2=O)c1	IC50	'='	4570.0	nM	Inhibition of cathepsin D
COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)NCCC(C)C)c1	IC50	'='	2116.0	nM	Inhibition of human recombinant cathepsin D
CCCC(C)S(=O)(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1	IC50	'='	10986.0	nM	Inhibition of human recombinant cathepsin D
COc1cccc(CNC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CCS(=O)(=O)c2ccccc2)c1	IC50	'='	6042.0	nM	Inhibition of human recombinant cathepsin D
CCNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c(F)c(N2CCCCS2(=O)=O)c1	IC50	'='	6545.0	nM	Inhibition of Cathepsin D expressed in CHO cells by FRET assay
CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@H](O)CN[C@H](C)CC)cc13)N(C)S(=O)(=O)CC2	IC50	'='	5430.0	nM	Inhibition of cathepsin-D
C[C@@H](NC(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)C(O)CNC2CC2)cc(N(C)S(C)(=O)=O)c1)c1ccccc1	IC50	'='	7620.0	nM	Inhibition of cathepsin D
COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F	IC50	'='	290.0	nM	Inhibition of human cathepsin-D
CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(O[C@H](CO)C(F)(F)F)c3)[C@@H]2O)c1	IC50	'='	2450.0	nM	Inhibition of human cathepsin-D
Cc1cccc(C(=O)NNc2c3ccccc3nc3c(C)c(C)ccc23)c1	IC50	'='	9.0	nM	Inhibition of human cathepsin D by FRET assay
COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O	IC50	'='	10000.0	nM	Inhibition of cathepsin D after 10 to 15 mins by fluorescence assay
C[C@@H](O)CN/C(N)=N\C(=O)Cn1c(-c2ccccc2)ccc1C12CC3CC(CC(C3)C1)C2	IC50	'='	12500.0	nM	Inhibition of cathepsin D
CC(=O)c1ccc(COc2ccc(/C=C3\SC(=S)NC3=O)cc2)cc1O	IC50	'='	14100.0	nM	In vitro inhibition of cathepsin D.
COc1cc(C(=O)c2c(OCC(=O)O)ccc3ccccc23)cc(OC)c1OC	IC50	'='	60.0	nM	Inhibition of human cathepsin D
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CCCOC1	IC50	'='	170.0	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCN(C(N)=O)CC1	IC50	'='	4300.0	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCN(C(=O)OCc2ccccc2)C1	IC50	'='	3.3	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCCN(C(N)=O)C1	IC50	'='	90.0	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(c2cccc(C(C)(C)C)c2)CC[C@@H](O)CC1	IC50	'='	1400.0	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@]1(c2cccc(C(C)(C)C)c2)CC[C@@H](CO)CC1	IC50	'='	330.0	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
COC(=O)N[C@H]1CC[C@@](NC[C@@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CN1	IC50	'='	2000.0	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CN[C@@]1(c2cccc(C(C)(C)C)c2)CC[C@H](Nc2cccnc2)NC1	IC50	'='	9800.0	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCc2nc(C)ncc2C1	IC50	'='	910.0	nM	Inhibition of cathepsin D assessed as reduction in polarization after 110 mins by oregon green based fluorescence polarization assay
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F	IC50	'='	4800.0	nM	Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NCc1ccccc1.O=C(O)C(F)(F)F	IC50	'>'	100000.0	nM	Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
CCCN(CCC)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC(C)(C)c2cccc(O)c2)cc(N2CCCCC2)c1	IC50	'='	40.0	nM	Inhibition of human cathepsin-D using DABCYL-Glu-Arg-Nle-Phe-Leu-Ser-Phe-Pro-EDANS as substrate preincubated for 30 mins by FRET assay
CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)NCCCC(N)=O.O=C(O)C(F)(F)F	IC50	'>'	100000.0	nM	Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=N)N)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1.O=C(O)C(F)(F)F	IC50				Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCc1ccccc1)NC(=O)OCc1ccccc1)[C@@H](O)CC(=O)NC1CCCCC1	IC50	'='	43.0	nM	Inhibition of human cathepsin D assessed as cleavage of wtKAHRP fluorogenic substrate
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)[C@@H]1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O	IC50	'='	90.0	nM	Inhibitory concentration against human Cathepsin D
CCCCNC(=O)[C@@H](NC(=O)[C@@H]1C(=O)N(CC)C[C@H]1[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C	IC50	'='	130.0	nM	Inhibitory concentration against human Cathepsin D
CCCCNC(=O)CC(O)C(Cc1ccccc1)NC(=O)[C@@H](NC(=O)COc1ccc2ccccc2c1)[C@@H](C)CC	IC50	'='	500.0	nM	Inhibitory activity against cathepsin D
