"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL492654"	""	"None"	"404.49"	"0"	"3.97"	"rac-4"	"CSc1ccc(-c2cn(C)nc2[C@@H]2CCC(F)(F)C[C@H]2C(=O)NCC#N)cc1"	"IC50"	"'='"	"0.41"	"nM"	"9.39"	""	""	"UO_0000065"	"23.21"	"0.46"	"5.42"	"13.28"	"0"	"CHEMBL1023823"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1140150"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""	"0.41"
"CHEMBL365007"	""	"None"	"330.25"	"0"	"2.98"	"20"	"CC(C)C[C@H](Nc1cscc1Br)C(=O)NCC#N"	"IC50"	"'='"	"43.0"	"nM"	"7.37"	""	""	"UO_0000065"	"22.31"	"0.56"	"4.39"	"11.35"	"0"	"CHEMBL832757"	"Inhibitory concentration against humanized rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"43.0"
"CHEMBL427330"	""	"None"	"341.27"	"0"	"3.60"	"17"	"CC(C)CC(Sc1ccc(Br)cc1)C(=O)NCC#N"	"IC50"	"'='"	"675.0"	"nM"	"6.17"	""	""	"UO_0000065"	"18.08"	"0.44"	"2.57"	"11.67"	"0"	"CHEMBL832757"	"Inhibitory concentration against humanized rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"675.0"
"CHEMBL492655"	""	"None"	"448.50"	"0"	"3.17"	"(R,R)-6"	"CS(=O)(=O)c1ccc(-c2c[nH]nc2[C@@H]2CCC(F)(F)C[C@H]2C(=O)NC2(C#N)CC2)cc1"	"IC50"	"'='"	"18.6"	"nM"	"7.73"	""	""	"UO_0000065"	"17.24"	"0.34"	"4.56"	"6.68"	"0"	"CHEMBL1023823"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1140150"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""	"18.6"
"CHEMBL201914"	""	"None"	"400.49"	"1"	"5.23"	"(-)-1, racemic"	"CSc1ccc(-c2ccccc2C2CCC(F)(F)CC2C(=O)NCC#N)cc1"	"IC50"	"'='"	"0.3"	"nM"	"9.52"	""	""	"UO_0000065"	"23.78"	"0.46"	"4.29"	"18.01"	"0"	"CHEMBL886077"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1139919"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"0.3"
"CHEMBL185431"	""	"None"	"405.55"	"0"	"3.23"	"18"	"CC(C)C[C@H](Nc1cccc(-c2ccc(N3CCNCC3)cc2)c1)C(=O)NCC#N"	"IC50"	"'='"	"2.0"	"nM"	"8.70"	""	""	"UO_0000065"	"21.45"	"0.40"	"5.47"	"10.85"	"0"	"CHEMBL832757"	"Inhibitory concentration against humanized rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"2.0"
"CHEMBL202554"	""	"None"	"396.51"	"0"	"3.67"	"25d"	"CS(=O)(=O)c1ccc(-c2ccccc2[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL858799"	"Inhibitory activity against rabbit Cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1149395"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	""
"CHEMBL202103"	""	"None"	"400.49"	"1"	"5.23"	"(+)-34a"	"CSc1ccc(-c2ccccc2[C@H]2CCC(F)(F)C[C@@H]2C(=O)NCC#N)cc1"	"IC50"	"'='"	"9.2"	"nM"	"8.04"	""	""	"UO_0000065"	"20.07"	"0.39"	"2.81"	"15.19"	"0"	"CHEMBL858799"	"Inhibitory activity against rabbit Cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1149395"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	"9.2"
"CHEMBL201733"	""	"None"	"398.51"	"0"	"1.31"	"25c"	"CS(=O)(=O)c1ccc(S(=O)(=O)C[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL858799"	"Inhibitory activity against rabbit Cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1149395"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	""
"CHEMBL426819"	""	"None"	"466.61"	"0"	"2.63"	"L-006235 1"	"CN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1"	"IC50"	"'='"	"0.5"	"nM"	"9.30"	""	""	"UO_0000065"	"19.93"	"0.38"	"6.67"	"9.18"	"0"	"CHEMBL868692"	"Inhibitory activity against rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1141213"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"0.5"
"CHEMBL182956"	""	"None"	"411.58"	"0"	"3.29"	"5"	"CC(C)C[C@H](Nc1cscc1-c1ccc(N2CCNCC2)cc1)C(=O)NCC#N"	"IC50"	"'='"	"1.0"	"nM"	"9.00"	""	""	"UO_0000065"	"21.87"	"0.42"	"5.71"	"11.22"	"0"	"CHEMBL832757"	"Inhibitory concentration against humanized rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"1.0"
"CHEMBL523836"	""	"None"	"462.52"	"0"	"3.18"	"(R,R)-5"	"Cn1cc(-c2ccc(S(C)(=O)=O)cc2)c([C@@H]2CCC(F)(F)C[C@H]2C(=O)NC2(C#N)CC2)n1"	"IC50"	"'='"	"4.5"	"nM"	"8.35"	""	""	"UO_0000065"	"18.05"	"0.36"	"5.17"	"7.96"	"0"	"CHEMBL1023823"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1140150"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""	"4.5"
"CHEMBL381135"	""	"None"	"380.51"	"0"	"4.00"	"25b"	"C[S+]([O-])c1ccc(-c2ccccc2[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL858799"	"Inhibitory activity against rabbit Cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1149395"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	""
"CHEMBL247783"	""	"None"	"417.48"	"0"	"3.87"	"5, racemic"	"CSc1ccc(-c2c[n+]([O-])ccc2C2CCC(F)(F)CC2C(=O)NCC#N)cc1"	"IC50"	"'='"	"5.0"	"nM"	"8.30"	""	""	"UO_0000065"	"19.88"	"0.39"	"4.43"	"10.40"	"0"	"CHEMBL886077"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1139919"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"5.0"
"CHEMBL201782"	""	"None"	"400.49"	"1"	"5.23"	"(R,R)-1"	"CSc1ccc(-c2ccccc2[C@@H]2CCC(F)(F)C[C@H]2C(=O)NCC#N)cc1"	"IC50"	"'='"	"0.32"	"nM"	"9.49"	""	""	"UO_0000065"	"23.71"	"0.46"	"4.26"	"17.95"	"1"	"CHEMBL1023823"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1140150"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""	"0.32"
"CHEMBL495113"	""	"None"	"530.52"	"1"	"4.21"	"(R,R)-30"	"CS(=O)(=O)c1ccc(-c2cn(CC(F)(F)F)nc2[C@@H]2CCC(F)(F)C[C@H]2C(=O)NC2(C#N)CC2)cc1"	"IC50"	"'='"	"9.3"	"nM"	"8.03"	""	""	"UO_0000065"	"15.14"	"0.30"	"3.82"	"7.66"	"0"	"CHEMBL1023823"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1140150"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""	""	"9.3"
"CHEMBL371064"	"BALICATIB"	"2.0"	"411.55"	"0"	"2.29"	"10"	"CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1"	"IC50"	"'='"	"2.7"	"nM"	"8.57"	""	""	"UO_0000065"	"20.82"	"0.39"	"6.28"	"9.69"	"0"	"CHEMBL868692"	"Inhibitory activity against rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1141213"	"1"	"Scientific Literature"	"J Med Chem"	"2005"	"None"	""	""	""	"2.7"
"CHEMBL245580"	""	"None"	"421.54"	"0"	"5.00"	"9, racemic"	"CSc1ccc(-c2nc(C)sc2C2CCC(F)(F)CC2C(=O)NCC#N)cc1"	"IC50"	"'='"	"0.1"	"nM"	"10.00"	""	""	"UO_0000065"	"23.72"	"0.49"	"5.00"	"15.20"	"0"	"CHEMBL886077"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1139919"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"0.1"
"CHEMBL427377"	""	"None"	"382.51"	"0"	"1.64"	"25a"	"C[S+]([O-])c1ccc(S(=O)(=O)C[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL858799"	"Inhibitory activity against rabbit Cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1149395"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	""
"CHEMBL201782"	""	"None"	"400.49"	"1"	"5.23"	"(-)-34a"	"CSc1ccc(-c2ccccc2[C@@H]2CCC(F)(F)C[C@H]2C(=O)NCC#N)cc1"	"IC50"	"'='"	"0.32"	"nM"	"9.49"	""	""	"UO_0000065"	"23.71"	"0.46"	"4.26"	"17.95"	"0"	"CHEMBL858799"	"Inhibitory activity against rabbit Cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1149395"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	"0.32"
"CHEMBL184828"	""	"None"	"324.22"	"0"	"2.92"	"6"	"CC(C)CC(Nc1ccccc1Br)C(=O)NCC#N"	"IC50"	"'='"	"54.0"	"nM"	"7.27"	""	""	"UO_0000065"	"22.42"	"0.52"	"4.35"	"11.19"	"0"	"CHEMBL832757"	"Inhibitory concentration against humanized rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"54.0"
"CHEMBL395697"	""	"None"	"417.48"	"0"	"3.92"	"7, racemic"	"CSc1ccc(-c2c[nH]c(=O)cc2C2CCC(F)(F)CC2C(=O)NCC#N)cc1"	"IC50"	"'='"	"5.0"	"nM"	"8.30"	""	""	"UO_0000065"	"19.88"	"0.39"	"4.38"	"9.68"	"0"	"CHEMBL886077"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1139919"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"5.0"
"CHEMBL365449"	""	"None"	"324.22"	"0"	"2.92"	"8"	"CC(C)CC(Nc1ccc(Br)cc1)C(=O)NCC#N"	"IC50"	"'='"	"208.0"	"nM"	"6.68"	""	""	"UO_0000065"	"20.61"	"0.48"	"3.76"	"10.29"	"0"	"CHEMBL832757"	"Inhibitory concentration against humanized rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"208.0"
"CHEMBL185281"	""	"None"	"325.21"	"0"	"2.88"	"13"	"CC(C)CC(Oc1cccc(Br)c1)C(=O)NCC#N"	"IC50"	"'='"	"1475.0"	"nM"	"5.83"	""	""	"UO_0000065"	"17.93"	"0.42"	"2.95"	"9.39"	"0"	"CHEMBL832757"	"Inhibitory concentration against humanized rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"1475.0"
"CHEMBL184317"	""	"None"	"325.21"	"0"	"2.88"	"12"	"CC(C)CC(Oc1ccccc1Br)C(=O)NCC#N"	"IC50"	"'='"	"1147.0"	"nM"	"5.94"	""	""	"UO_0000065"	"18.27"	"0.43"	"3.06"	"9.56"	"0"	"CHEMBL832757"	"Inhibitory concentration against humanized rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"1147.0"
"CHEMBL395698"	""	"None"	"404.49"	"0"	"3.97"	"10, racemic"	"CSc1ccc(-c2cn(C)nc2C2CCC(F)(F)CC2C(=O)NCC#N)cc1"	"IC50"	"'='"	"0.4"	"nM"	"9.40"	""	""	"UO_0000065"	"23.23"	"0.46"	"5.43"	"13.29"	"0"	"CHEMBL886077"	"Inhibition of rabbit cathepsin K"	"B"	"BAO_0000357"	"single protein format"	"Oryctolagus cuniculus"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL3349"	"Cathepsin K"	"Oryctolagus cuniculus"	"SINGLE PROTEIN"	"CHEMBL1139919"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"0.4"
