"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"	"Standard Text Value"	"Value"
"CHEMBL567893"	"GRASSYSTATIN A"	"None"	"1174.44"	"None"	"None"	"1"	"COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O"	"IC50"	"'='"	"10000.0"	"nM"	"5.00"	""	""	"UO_0000065"	"4.26"	"None"	"None"	"None"	"0"	"CHEMBL1039242"	"Inhibition of cathepsin B after 10 to 15 mins by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156023"	"1"	"Scientific Literature"	"J Med Chem"	"2009"	"None"	""	""	""	"10.0"
"CHEMBL185431"	""	"None"	"405.55"	"0"	"3.23"	"18"	"CC(C)C[C@H](Nc1cccc(-c2ccc(N3CCNCC3)cc2)c1)C(=O)NCC#N"	"IC50"	"'='"	"93.0"	"nM"	"7.03"	""	""	"UO_0000065"	"17.34"	"0.32"	"3.80"	"8.77"	"0"	"CHEMBL827904"	"Inhibitory concentration against human cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1137165"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2004"	"None"	""	""	""	"93.0"
"CHEMBL1162478"	""	"None"	"426.42"	"0"	"1.58"	"5"	"N#C[C@]1(NC(=O)C(N)Cc2cncs2)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL1004869"	"Inhibition of human recombinant cathepsin B after 10 mins"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156470"	"1"	"Scientific Literature"	"J Biol Chem"	"2007"	"None"	""	""	""	""
"CHEMBL478737"	""	"None"	"425.43"	"0"	"2.18"	"2"	"N#C[C@]1(NC(=O)[C@H](N)Cc2cccs2)C[C@H]1c1ccccc1.O=C(O)C(F)(F)F"	"IC50"	"'>'"	"50000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1004869"	"Inhibition of human recombinant cathepsin B after 10 mins"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1156470"	"1"	"Scientific Literature"	"J Biol Chem"	"2007"	"None"	""	""	""	"50.0"
"CHEMBL541700"	"GALLINAMIDE A"	"None"	"592.78"	"1"	"2.80"	"1"	"CC[C@H](C)[C@@H](C(=O)O[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1C(=O)C=C(OC)[C@@H]1C)N(C)C"	"IC50"	"'='"	"4200.0"	"nM"	"5.38"	""	""	"UO_0000065"	"9.07"	"0.17"	"2.58"	"4.00"	"0"	"CHEMBL3108102"	"Inhibition of human Cathepsin B using Z-Phe-Arg-aminomethylcoumarin as substrate"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3102856"	"1"	"Scientific Literature"	"J Nat Prod"	"2014"	"None"	""	""	""	"4.2"
"CHEMBL251101"	""	"None"	"559.59"	"1"	"4.84"	"17"	"N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2ccccc2-c2ccccc2)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1"	"IC50"	"'='"	"4041.0"	"nM"	"5.39"	""	""	"UO_0000065"	"9.64"	"0.19"	"0.55"	"5.44"	"0"	"CHEMBL923077"	"Inhibition of human cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140679"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"4041.0"
"CHEMBL400750"	""	"None"	"519.47"	"1"	"3.45"	"15"	"N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2cccc(F)c2F)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1"	"IC50"	"'='"	"1319.0"	"nM"	"5.88"	""	""	"UO_0000065"	"11.32"	"0.23"	"2.43"	"5.94"	"0"	"CHEMBL923077"	"Inhibition of human cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140679"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"1319.0"
"CHEMBL249712"	""	"None"	"429.46"	"0"	"2.25"	"11"	"N#CC1(NC(=O)[C@H](CS(=O)(=O)CC2CC2)N[C@@H](c2ccccc2)C(F)(F)F)CC1"	"IC50"	"'='"	"287.0"	"nM"	"6.54"	""	""	"UO_0000065"	"15.23"	"0.31"	"4.29"	"6.60"	"0"	"CHEMBL923077"	"Inhibition of human cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140679"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"287.0"
"CHEMBL436636"	""	"None"	"452.30"	"0"	"2.56"	"4"	"C[S+]([O-])C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1"	"IC50"	"'='"	"8029.0"	"nM"	"5.09"	""	""	"UO_0000065"	"11.27"	"0.27"	"2.54"	"5.79"	"0"	"CHEMBL923077"	"Inhibition of human cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1140679"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"8029.0"
"CHEMBL326342"	""	"None"	"441.51"	"0"	"0.94"	"6"	"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N2CC[S+]([O-])[C@@H]12)OCc1ccccc1"	"IC50"	"'='"	"16400.0"	"nM"	"4.79"	""	""	"UO_0000065"	"10.84"	"0.21"	"3.85"	"4.32"	"0"	"CHEMBL875688"	"Inhibitory activity of Cbz-Phe-Arg-AMC against Cathepsin B cysteine protease"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1134986"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2002"	"None"	""	""	""	"16.4"
"CHEMBL378583"	""	"None"	"405.42"	"0"	"3.39"	"31"	"CC(C)C[C@H](N[C@@H](c1ccc(-c2ncccn2)cc1)C(F)(F)F)C(=O)NCC#N"	"IC50"	"'='"	"5903.0"	"nM"	"5.23"	""	""	"UO_0000065"	"12.90"	"0.25"	"1.84"	"5.77"	"0"	"CHEMBL864419"	"Inhibition of Cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146103"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2006"	"None"	""	""	""	"5903.0"
"CHEMBL374508"	"E-64"	"None"	"357.41"	"0"	"-1.46"	"E-64"	"CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N"	"IC50"	"'='"	"0.0049"	"ug.mL-1"	""	""	""	"UO_0000274"	""	""	""	""	"0"	"CHEMBL659818"	"Inhibitory activity against Cathepsin B was determined"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1131905"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1999"	"None"	""	""	""	"4.9"
"CHEMBL316010"	""	"None"	"400.50"	"0"	"2.07"	"20"	"Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)N[C@H](C=O)Cc2ccccc2)cc1"	"IC50"	"'='"	"3600.0"	"nM"	"5.44"	""	""	"UO_0000065"	"13.59"	"0.27"	"3.37"	"6.52"	"0"	"CHEMBL659815"	"Compound was tested for inhibitory activity against Cathepsin B."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1130591"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"1998"	"None"	""	""	""	"3600.0"
"CHEMBL3093930"	""	"None"	"417.49"	"0"	"0.23"	"45"	"N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3)C[C@H]2C(=O)N2CC(O)C2)CC1"	"IC50"	"'='"	"63300.0"	"nM"	"4.20"	""	""	"UO_0000065"	"10.06"	"0.20"	"3.97"	"3.29"	"0"	"CHEMBL3096509"	"Inhibition of human cathepsin-B using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3091448"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""	""	"63.3"
"CHEMBL3093927"	""	"None"	"455.51"	"0"	"2.81"	"42"	"N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3)C[C@H]2C(=O)Nc2ccc(F)cc2)CC1"	"IC50"	"'>'"	"25000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL3096509"	"Inhibition of human cathepsin-B using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3091448"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""	""	"25.0"
"CHEMBL3093829"	""	"None"	"445.54"	"0"	"1.01"	"40"	"N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3)C[C@H]2C(=O)N2CCC(O)CC2)CC1"	"IC50"	"'='"	"5700.0"	"nM"	"5.24"	""	""	"UO_0000065"	"11.77"	"0.23"	"4.23"	"4.11"	"0"	"CHEMBL3096509"	"Inhibition of human cathepsin-B using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3091448"	"1"	"Scientific Literature"	"J Med Chem"	"2013"	"None"	""	""	""	"5.7"
"CHEMBL554065"	""	"None"	"479.54"	"0"	"1.89"	"32"	"COCc1nnc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)o1"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1062474"	"Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1153482"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""	"5.0"
"CHEMBL549791"	""	"None"	"465.51"	"0"	"1.24"	"33"	"Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnc(CO)o2)c1)C(=O)NCC#N"	"IC50"	"'>'"	"10000.0"	"nM"	""	""	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL1062474"	"Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1153482"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2009"	"None"	""	""	""	"5.0"
"CHEMBL207162"	""	"None"	"694.89"	"1"	"3.53"	"17j"	"CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C"	"IC50"	"'='"	"29000.0"	"nM"	"4.54"	""	""	"UO_0000065"	"6.53"	"0.13"	"1.01"	"2.44"	"0"	"CHEMBL861976"	"Inhibition of cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147675"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	"29.0"
"CHEMBL383730"	""	"None"	"658.84"	"1"	"1.45"	"17f"	"CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CS(C)(=O)=O)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C"	"IC50"	"'='"	"140000.0"	"nM"	""	"Outside typical range"	""	"UO_0000065"	""	""	""	""	"0"	"CHEMBL861976"	"Inhibition of cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147675"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	"140.0"
"CHEMBL207336"	""	"None"	"551.71"	"1"	"2.50"	"22b"	"CC(C)C[C@@H](/C=C/S(C)(=O)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)c1ccccc1"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL861976"	"Inhibition of cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147675"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	""
"CHEMBL437882"	""	"None"	"651.83"	"1"	"2.06"	"17n"	"CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C"	"IC50"	""	""	""	""	""	"Not Determined"	""	""	""	""	""	"0"	"CHEMBL861976"	"Inhibition of cathepsin B"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1147675"	"1"	"Scientific Literature"	"J Med Chem"	"2006"	"None"	""	""	""	""
"CHEMBL231863"	""	"None"	"701.88"	"2"	"5.38"	"9"	"CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1"	"IC50"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	"10.97"	"0.21"	"2.32"	"5.75"	"0"	"CHEMBL889829"	"Inhibition of cathepsin D"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"20.0"
"CHEMBL412852"	""	"None"	"685.88"	"2"	"5.20"	"2"	"CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1"	"IC50"	"'='"	"396.0"	"nM"	"6.40"	""	""	"UO_0000065"	"9.33"	"0.18"	"1.20"	"5.14"	"0"	"CHEMBL889829"	"Inhibition of cathepsin D"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"396.0"
"CHEMBL391144"	""	"None"	"619.74"	"1"	"2.44"	"20"	"CCCCS(=O)(=O)C[C@@H](NC(=O)c1ncc[nH]1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1"	"IC50"	"'='"	"606.0"	"nM"	"6.22"	""	""	"UO_0000065"	"10.03"	"0.20"	"3.78"	"4.06"	"0"	"CHEMBL889829"	"Inhibition of cathepsin D"	"B"	"BAO_0000357"	"single protein format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL4072"	"Cathepsin B"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1146261"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2007"	"None"	""	""	""	"606.0"
