Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2ccccc2-c2ccccc2)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1	IC50	'='	4041.0	nM	Inhibition of human cathepsin B
N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2cccc(F)c2F)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1	IC50	'='	1319.0	nM	Inhibition of human cathepsin B
N#CC1(NC(=O)[C@H](CS(=O)(=O)CC2CC2)N[C@@H](c2ccccc2)C(F)(F)F)CC1	IC50	'='	287.0	nM	Inhibition of human cathepsin B
C[S+]([O-])C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	'='	8029.0	nM	Inhibition of human cathepsin B
COCc1nnc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)o1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnc(CO)o2)c1)C(=O)NCC#N	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(F)cc2)o1)C(C)(C)C)C(=O)C(=O)NCc1cccnc1	IC50	'='	18000.0	nM	Inhibition of 10 lM Cbz-Phe-Arg-AMC binding to human cathepsin B activity in fluorescence assay with 100 mM NaOAc
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C)CC3)cc2)c1	IC50	'='	2599.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C(C)(C)C)CC3)cc2)c1	IC50	'='	379.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1	IC50	'='	810.0	nM	Inhibitory concentration against recombinant human cathepsin B was determined in a fluorescence assay using 10 uM Cbz-Phe-Arg-AMC as substrate
CCCC[C@H](NC(=O)O[C@H]1CCCc2ccccc21)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'>'	2000.0	nM	Inhibitory concentration against human cathepsin B by fluorescence assay using 10 uM Cbz-Phe-Arg-AMC
CCCC[C@H](NC(=O)OC1C2(C)CCC(C2)C1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	12000.0	nM	Inhibitory concentration against human cathepsin B by fluorescence assay using 10 uM Cbz-Phe-Arg-AMC
CC(=O)c1c(Nc2ccc(Br)cc2)[nH]c2c(Br)ccc(Br)c2c1=O	IC50	'='	1640.0	nM	Inhibition of human liver cathepsin B after 30 mins by fluorometric end-point assay
Cc1cccc(C[C@H](NC(=O)c2ccc(Cl)cc2F)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1	IC50	'='	2.0	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12	IC50	'='	460.0	nM	Inhibition of human cathepsin B
CCCC[C@H](NC(=O)OCC1(CCCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'>'	2000.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin B in fluorescence assay
CCCc1cc(-c2cccc(CC(C)C)c2)nc(C#N)n1	IC50	'>'	10000.0	nM	Inhibition of human recombinant cathepsin B
N#CN1CCC(NS(=O)(=O)c2ccccc2)C1	IC50	'='	1400.0	nM	Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccccc4s3)CC2)CC1	IC50	'='	1584.89	nM	Inhibition of human recombinant cathepsin B using Z-Arg-Arg-AMC as substrate preincubated for 30 mins measured after 1 hr by quenched fluorescent resonance energy transfer assay
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(C(F)(F)F)cs3)CC2)CC1	IC50	'='	6309.57	nM	Inhibition of human recombinant cathepsin B using Z-Arg-Arg-AMC as substrate preincubated for 30 mins measured after 1 hr by quenched fluorescent resonance energy transfer assay
CC(C)CC(C(=O)NCC#N)c1cccc(-c2cncnc2)c1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	IC50	'='	1590.0	nM	Inhibition of human liver cathepsin B
COc1ccc2c(c1)/C(=N/NC(N)=S)CCC2	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
Cc1cccc(C[C@H](NC(=O)c2ccc(F)cc2F)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1	IC50	'='	6.8	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
Cc1cc(C)cc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)NCC#N)c1	IC50	'='	11.9	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CC(C)(C)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1	IC50	'='	6457.0	nM	Inhibition of human recombinant cathepsin B by fluorescence assay
CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(=O)NCc1ccccc1	IC50	'='	100000.0	nM	Compound was tested for inhibition of human liver Cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(-c2cccnc2)c1)NC(=O)c1ccccc1	IC50	'='	7943.28	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)C(=O)NCc1ccccc1	IC50	'>'	300000.0	nM	Activity against serine protease human liver Cathepsin B (cat-B )
N#CN1CC(OCC2CCCCC2)C1	IC50	'='	500.0	nM	Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate
NC(=S)N/N=C1\CCCc2c(O)cccc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	IC50	'>'	3300.0	nM	Inhibition of human Cathepsin B
CCCCC(=O)N[C@@H](Cc1cccc(C)c1)C(=O)NCC#N	IC50	'='	3000.0	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(-c3ccncc3)cc2)c1	IC50	'='	3329.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CC(C)C[C@H](Nc1ccc(-c2ccc(N3CCNCC3)cc2)cc1)C(=O)NCC#N	IC50	'='	26.0	nM	Inhibitory concentration against human cathepsin B
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1	IC50	'='	3981.07	nM	Inhibition of human recombinant cathepsin B using Z-Arg-Arg-AMC as substrate preincubated for 30 mins measured after 1 hr by quenched fluorescent resonance energy transfer assay
CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(F)cc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O	IC50	'='	1900.0	nM	Inhibition of human Cathepsin B
Cc1cccc(C[C@H](NC(=O)c2ccc(F)cc2F)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1	IC50	'='	180.0	nM	Competitive inhibition of human cathepsin B using Z-RR-AMC as substrate assessed as inhibition constant preincubated for 20 mins followed by pre-activated enzyme addition and measured after 15 mins by Cheng-Prusoff equation analysis
CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O	IC50	'='	2600.0	nM	Inhibition of human Cathepsin B
NC(=S)NN=C(c1ccc(Br)cc1)c1ccc(Br)cc1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
NC(=S)N/N=C(\c1ccccc1)c1cccc(C(=O)c2ccccc2)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay
COc1ccc(C(=O)NCC(=O)NC/C=C/S(C)(=O)=O)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1	IC50	'>'	100000.0	nM	Inhibition of human recombinant Cathepsin B using fluorogenic peptide substrate
COc1ccc(OC)c(S(=O)(=O)N[C@@H]2C[C@H](C)N(C#N)C2)c1	IC50	'>'	25118.86	nM	Inhibition of human recombinant cathepsin B after 1 hr
N#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)C(c1ccccc1)c1ccccc1	IC50	'='	496.0	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'>'	5000.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin B in fluorescence assay
CC(C)C[C@H](Nc1ccccc1-c1ccc(N2CCNCC2)cc1)C(=O)NCC#N	IC50	'='	1812.0	nM	Inhibitory concentration against human cathepsin B
CCC(C)CNc1nc(C#N)nc2c1ncn2C1CCCC1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
COc1ccc(Cn2cnc3c(NCc4ccccc4)nc(C#N)nc32)cc1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
O=C1NN(c2ccc(Cl)cc2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)cc2)o1	IC50	'='	81500.0	nM	Inhibition of human cathepsin B
CC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CCCCN1C#N	IC50	'='	38.0	nM	Inhibition of human recombinant cathepsin B
CC(C)C(Nc1cccc(C#N)c1)C(=O)N1CCCCN1C#N	IC50	'='	40.0	nM	Inhibition of human recombinant cathepsin B
N#Cc1nc(NCc2cccc(-c3cn(S(=O)(=O)c4ccccc4)c4ccccc34)c2)c2ncn(CCCO)c2n1	IC50	'>'	50000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2cccc(-c3ccc4ccccc4c3)c2)c2ncn(CCCO)c2n1	IC50	'>'	50000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCO)c2n1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
COc1ccc(CNc2nc(C#N)nc3c2ncn3Cc2ccccc2)cc1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
CCCCn1cnc2c(NCc3ccccc3)nc(C#N)nc21	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
CC[C@@H](C)[C@H](NC(=O)NC(C)C)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12	IC50	'='	580.0	nM	Inhibition of human cathepsin B
CCOC(=O)/C=C/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1	IC50	'='	2250.0	nM	Inhibition of human cathepsin B using Cbz-Phe-Arg-AMC as substrate
	IC50	'='	600.0	nM	Inhibitory concentration against human liver cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(-c2nnco2)c1)NC(=O)c1ccccc1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nncs2)c1)C(=O)NCC#N	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
CC(C)C[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12	IC50	'>'	1000.0	nM	Inhibition of human cathepsin B
Cc1cccc(O[C@@H]2CCNC[C@H]2O)c1C	IC50	'>'	100000.0	nM	Inhibition of human recombinant cathepsin B
COc1cc(/C=C/C(=O)c2ccco2)ccc1O	IC50	'='	20590.0	nM	Inhibition of human liver cathepsin B using RR-AMC as substrate preincubated for 30 mins followed by substrate addition and further incubated for 30 mins under shaking condition by fluorescence assay
CCCCC(=O)N[C@@H](Cc1cccc(C)c1)C(=O)N[C@H](C#N)COCc1cccc(C(=O)O)c1	IC50	'='	35.7	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
Cc1ccc2oc(C(=O)C(C)NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)nc2c1	IC50	'>'	300000.0	nM	Activity against serine protease human liver Cathepsin B (cat-B )
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)C(=O)Nc1ccccn1	IC50	'='	107000.0	nM	Inhibition of 10 lM Cbz-Phe-Arg-AMC binding to human cathepsin B activity in fluorescence assay with 100 mM NaOAc
O=C[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCc1ccccc1	IC50	'>'	1000.0	nM	Inhibition of human cathepsin B
N#Cc1ccccc1N1CCN(C[C@H](O)COC[C@H](Cc2ccccc2)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin B
N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@H](Cc2ccccc2)NC(=O)C2CCN(C(=O)OCc3ccccc3)CC2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin B
COc1ccc(Nc2nc(C#N)nc(N3CCNCC3)n2)cc1	IC50	'='	45.0	nM	Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
NC(=S)N/N=C1\CCS(=O)(=O)c2ccc(OC(F)(F)F)cc21	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-R-R-AMC as substrate preincubated with compound for 5 mins measured after 20 mins by fluorescence analysis
COc1ccc(CC(NC(=O)c2ccc(-c3ccccc3)cc2)C(=O)NC2(C#N)CC2)cn1	IC50	'='	4080.0	nM	Inhibition of human cathepsin B
NC(=S)N/N=C(\c1ccc(Cl)cc1)c1cccc(Br)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
CC(C)C(Nc1cccc(C(F)(F)F)c1)C(=O)N1CCCCN1C#N	IC50	'='	23.0	nM	Inhibition of human recombinant cathepsin B
Cc1cccc(C[C@H](NC(=O)c2ccc(Cl)c(Cl)c2)C(=O)NCC#N)c1	IC50	'='	31.3	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
S=C(NCc1ccccc1)NN=C(c1cccc(Br)c1)c1cccc(Br)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCCc2ccccc2)nc(N2CCNCC2)n1	IC50				Inhibition of human cathepsin B using Z-Phe-Arg-AMC as substrate after 30 mins by spectromicrofluorimetric method
O=C[C@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCCCC1	IC50	'='	780.0	nM	Inhibition of human cathepsin B
CC(C)C(Nc1cccc(Cl)c1)C(=O)N1CCCCN1C#N	IC50	'='	32.0	nM	Inhibition of human recombinant cathepsin B
CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCCC1	IC50	'='	12000.0	nM	Inhibitory concentration against recombinant human cathepsin B was determined in a fluorescence assay using 10 uM Cbz-Phe-Arg-AMC as substrate
N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCOCC4)n3)cc2)CCCCC1	IC50	'='	4200.0	nM	Inhibitory activity against human cathepsin B
COc1ccc(C(=O)c2cccc(/C(=N/NC(N)=S)c3ccc(O)cc3)c2)cc1	IC50	'>'	10000.0	nM	Biological Assay: Human liver Cathepsin B (Calbiochem) was pre-incubated with test compound at various concentrations for 5 minutes at 37C. The assay was initiated by addition of substrate Z-Arg-Arg-aminomethylcoumarin (Z-R-R-AMC Bacchem) and the final assay conditions were 1.1 nM cathepsin B, 60 uM Z-R-R-AMC, 126 mM sodium potassium phosphate pH 6.0 (Fisher), 0.3 mM EDTA (Omnipure), 2.7 mM DTT (Omnipure), 0.004% BRIJ 35 (Sigma), and 2.0% DMSO (Acros) in a final volume of 200 uL. Test compounds were serially diluted with DMSO and 0.01% BRIJ 35 to include a final concentration range of 20 uM to 10 pM. The reaction was monitored fluorometrically for 5 minutes at 37C. using black 96-well Corning 3686 assay microplates with a Thermo Fluoroskan Ascent FL microplate reader at excitation and emission filter wavelengths of 355 nm and 460 nm, respectively.
CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Cl)cc([N+](=O)[O-])cc2c1=O	IC50	'='	14.2	nM	Inhibition of human liver cathepsin B after 30 mins by fluorometric end-point assay
CC(=O)c1c(Nc2ccc(Cl)cc2)[nH]c2c(Br)ccc(Cl)c2c1=O	IC50	'='	1530.0	nM	Inhibition of human liver cathepsin B after 30 mins by fluorometric end-point assay
CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@@H](C)C(=O)CNS(=O)(=O)c1ccccn1	IC50	'='	59.0	nM	Inhibition of human recombinant cathepsin B
N#Cc1nc(NCc2cccc(-c3cc(Cl)cc(Cl)c3)c2)c2ncn(CCCO)c2n1	IC50	'>'	50000.0	nM	Inhibition of human liver cathepsin B
CN1CCC(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1	IC50	'>'	10000.0	nM	Inhibition of human cathepsin B
NC(=S)N/N=C(/c1cccc(Br)c1)c1ccc(Br)s1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B after 5 mins by microplate reader analysis
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2cccnc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1	IC50	'='	79.0	nM	Inhibition of human recombinant cathepsin B
CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'>'	12000.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin B in fluorescence assay
Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1	IC50	'='	5000.0	nM	Inhibition of human liver cathepsin B pre-incubated for 24 hrs in non-buffer solution without DTT
Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnc(CCN)o2)c1)C(=O)NCC#N	IC50	'='	6309.57	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
O=C(/C=C/c1ccc(O)c2ccccc12)c1ccc(O)cc1O	IC50	'='	12950.0	nM	Inhibition of cathepsin B in human SH-SY5Y cells using RR-AMC as substrate by fluorescence microplate reader assay
N#CC1(NC(=O)[C@H](Cc2cscn2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1	IC50	'='	2371.0	nM	Inhibition of human cathepsin B
N#CC1(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1	IC50	'='	2210.0	nM	Inhibition of human cathepsin B
NC(=S)N/N=C(/c1cccc(Br)c1)c1cccc(Br)c1O	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B after 5 mins by microplate reader analysis
NC(=S)N/N=C(/c1cccc(Br)c1)C1CCCCC1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B after 5 mins by microplate reader analysis
CCCc1cc(-c2cccc(C(C)=O)c2)nc(C#N)n1	IC50	'>'	10000.0	nM	Inhibition of human recombinant cathepsin B
CCCc1cc(-c2ccc(Cl)c(C(F)(F)F)c2)nc(C#N)n1	IC50	'>'	10000.0	nM	Inhibition of human recombinant cathepsin B
NC(=S)N/N=C(\c1cccc(Cl)c1)c1cccc(Br)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
CC(C)CC(NC(=O)c1cccc(-c2ccc(S(C)(=O)=O)cc2)c1)C(=O)N(C)N(C)C#N	IC50	'='	3366.0	nM	Inhibition of human liver cathepsin B
CC(C)Oc1c(Br)cccc1-c1cccc(CNc2nc(C#N)nc3c2ncn3CCCO)c1	IC50	'>'	50000.0	nM	Inhibition of human liver cathepsin B
NC(=S)N/N=C(\c1ccc(Br)cc1)c1cccc(/C(=N/NC(N)=S)c2ccc(Br)cc2)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay
N#CN1CC(CNC(=O)C2CCCCC2)C1	IC50	'='	150.0	nM	Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate
CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(=O)NCc1ccccc1	IC50	'='	172000.0	nM	Compound was tested for inhibition of human liver Cathepsin B
NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(F)c(F)c(F)c1F	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
NC(=S)N/N=C(/c1cccc(Br)c1)c1cccc(F)c1F	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(-c2ccnnc2)c1)NC(=O)c1ccccc1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
Nc1cc(OC(=O)c2cccs2)nn1S(=O)(=O)c1ccccc1	IC50	'='	1400.0	nM	Inhibition of human liver cathepsin B pre-incubated for 2 hrs in buffer without DTT
N#Cc1nc(NCc2cccc(-c3ccccc3C(F)(F)F)c2)c2ncn(CCCO)c2n1	IC50	'>'	15000.0	nM	Inhibition of human liver cathepsin B
COC(=O)c1cccc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c1	IC50	'>'	15000.0	nM	Inhibition of human liver cathepsin B
COc1ncc(-c2cccc(CNc3nc(C#N)nc4c3ncn4CCCO)c2)c(OC)n1	IC50	'>'	15000.0	nM	Inhibition of human liver cathepsin B
Cn1nccc1-c1cccc(C[C@H](NC(=O)c2ccccc2)C(=O)NCC#N)c1	IC50	'='	7943.28	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
N#CC1(NC(=O)[C@H](Cc2ccccn2)NC(=O)c2ccc(-c3ccccc3)cc2)CC1	IC50	'>'	5000.0	nM	Inhibition of human cathepsin B
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccc(C(F)(F)F)cc2)n1)C(C)(C)C)C(=O)CNc1cccc(F)n1	IC50	'='	68.0	nM	Inhibition of human recombinant cathepsin B
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)C)C(=O)C(=O)NC1CC1	IC50	'='	417.0	nM	Inhibition of human liver cathepsin B using ABz-Gly-Ile-Val-Arg-Ala-Lys-DNP-OH as substrate after 10 mins by fluorescence assay
O=C1O[C@@H]2CN1CC[C@@H]2Oc1ccccc1	IC50	'='	5.0	nM	Inhibition of human recombinant cathepsin B
CC(C)CC(NC(c1ccc(-c2ccc(N3CCNCC3)cc2)cc1)C(F)(F)F)C(=O)NCC#N	IC50	'>'	10000.0	nM	Inhibitory activity against cathepsin B from human
NC(=S)N/N=C(/c1ccc(Br)cc1)c1ccccc1F	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
NC(=S)N/N=C(/c1ccc(Br)cc1)c1ccc(C(F)(F)F)cc1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
CCC(CC)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1	IC50	'='	2340.0	nM	Inhibition of human recombinant cathepsin B by fluorescence assay
N#CCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1	IC50	'='	940.0	nM	Inhibitory activity against human cathepsin B expressed in HepG2 cells
NC(=S)N/N=C(/c1cc(Cl)cc(Cl)c1)c1cccs1	IC50	'='	300.0	nM	Inhibition of human cathepsin B
COc1ccc(C(=O)NCc2ccnc(C#N)n2)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1	IC50	'='	8100.0	nM	Inhibition of human recombinant Cathepsin B using fluorogenic peptide substrate
[N-]=[N+]=CC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)CN	IC50	'='	2940.0	nM	Inhibition of human recombinant cathepsin B after 10 mins
