Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2ccccc2-c2ccccc2)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1	IC50	'='	4041.0	nM	Inhibition of human cathepsin B
N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2cccc(F)c2F)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1	IC50	'='	1319.0	nM	Inhibition of human cathepsin B
N#CC1(NC(=O)[C@H](CS(=O)(=O)CC2CC2)N[C@@H](c2ccccc2)C(F)(F)F)CC1	IC50	'='	287.0	nM	Inhibition of human cathepsin B
C[S+]([O-])C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	'='	8029.0	nM	Inhibition of human cathepsin B
O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H]1C(=O)N2CC[S+]([O-])[C@@H]12)OCc1ccccc1	IC50	'='	16400.0	nM	Inhibitory activity of Cbz-Phe-Arg-AMC against Cathepsin B cysteine protease
CC(C)C[C@H](N[C@@H](c1ccc(-c2ncccn2)cc1)C(F)(F)F)C(=O)NCC#N	IC50	'='	5903.0	nM	Inhibition of Cathepsin B
CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N	IC50	'='	0.0049	ug.mL-1	Inhibitory activity against Cathepsin B was determined
Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(=O)N[C@H](C=O)Cc2ccccc2)cc1	IC50	'='	3600.0	nM	Compound was tested for inhibitory activity against Cathepsin B.
N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3)C[C@H]2C(=O)N2CC(O)C2)CC1	IC50	'='	63300.0	nM	Inhibition of human cathepsin-B using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay
N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3)C[C@H]2C(=O)Nc2ccc(F)cc2)CC1	IC50	'>'	25000.0	nM	Inhibition of human cathepsin-B using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay
N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3)C[C@H]2C(=O)N2CCC(O)CC2)CC1	IC50	'='	5700.0	nM	Inhibition of human cathepsin-B using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay
COCc1nnc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)o1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nnc(CO)o2)c1)C(=O)NCC#N	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C	IC50	'='	29000.0	nM	Inhibition of cathepsin B
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CS(C)(=O)=O)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C	IC50	'='	140000.0	nM	Inhibition of cathepsin B
CC(C)C[C@@H](/C=C/S(C)(=O)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)c1ccccc1	IC50				Inhibition of cathepsin B
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C	IC50				Inhibition of cathepsin B
CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1	IC50	'='	20.0	nM	Inhibition of cathepsin D
CCCC(CCC)S(=O)(=O)C[C@@H](NC(=O)c1ccc(C)cc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1	IC50	'='	396.0	nM	Inhibition of cathepsin D
CCCCS(=O)(=O)C[C@@H](NC(=O)c1ncc[nH]1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1	IC50	'='	606.0	nM	Inhibition of cathepsin D
CCCCS(=O)(=O)C[C@@H](NC(=O)C1CC1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1	IC50	'='	446.0	nM	Inhibition of cathepsin D
CCCC[C@H](NC(=O)O[C@H](Cc1nnc(-c2ccc(F)cc2)o1)C(C)(C)C)C(=O)C(=O)NCc1cccnc1	IC50	'='	18000.0	nM	Inhibition of 10 lM Cbz-Phe-Arg-AMC binding to human cathepsin B activity in fluorescence assay with 100 mM NaOAc
CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(Br)cc2C(F)(F)F)CN1c1cc(C)nn1C1CCC1)C(=O)C(=O)NC1CC1	IC50	'='	1298.5	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C)CC3)cc2)c1	IC50	'='	2599.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C(C)(C)C)CC3)cc2)c1	IC50	'='	379.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CCCC[C@@H](C=O)NC(=O)OC1(Cc2ccccc2)CCCC1	IC50	'='	810.0	nM	Inhibitory concentration against recombinant human cathepsin B was determined in a fluorescence assay using 10 uM Cbz-Phe-Arg-AMC as substrate
CCCC[C@H](NC(=O)O[C@H]1CCCc2ccccc21)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'>'	2000.0	nM	Inhibitory concentration against human cathepsin B by fluorescence assay using 10 uM Cbz-Phe-Arg-AMC
CCCC[C@H](NC(=O)OC1C2(C)CCC(C2)C1(C)C)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	12000.0	nM	Inhibitory concentration against human cathepsin B by fluorescence assay using 10 uM Cbz-Phe-Arg-AMC
CC(=O)c1c(Nc2ccc(Br)cc2)[nH]c2c(Br)ccc(Br)c2c1=O	IC50	'='	1640.0	nM	Inhibition of human liver cathepsin B after 30 mins by fluorometric end-point assay
O=C(N[C@@H](CC1CCCCC1)C(=O)N[C@@H]1C(=O)N2CCS(=O)(=O)[C@@H]12)OCc1ccccc1	IC50	'='	430.0	nM	Inhibitory activity of Cbz-Phe-Arg-AMC against Cathepsin B cysteine protease
Cc1cccc(C[C@H](NC(=O)c2ccc(Cl)cc2F)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1	IC50	'='	2.0	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CC[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12	IC50	'='	460.0	nM	Inhibition of human cathepsin B
CCCC[C@H](NC(=O)OCC1(CCCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'>'	2000.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin B in fluorescence assay
CCCc1cc(-c2cccc(CC(C)C)c2)nc(C#N)n1	IC50	'>'	10000.0	nM	Inhibition of human recombinant cathepsin B
CN1Cc2cc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4C[C@@H](O)CCN4)cc3)ccc2C1=O	IC50	'>'	10000.0	nM	Inhibition of Cathepsin B (unknown origin)
N#CN1CCC(NS(=O)(=O)c2ccccc2)C1	IC50	'='	1400.0	nM	Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate
Cc1ccccc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N	IC50	'>'	10000.0	nM	Inhibition of cathepsin B
Cc1nc(C)c(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)s1	IC50	'='	10000.0	nM	Inhibition of cathepsin B
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccccc4s3)CC2)CC1	IC50	'='	1584.89	nM	Inhibition of human recombinant cathepsin B using Z-Arg-Arg-AMC as substrate preincubated for 30 mins measured after 1 hr by quenched fluorescent resonance energy transfer assay
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(C(F)(F)F)cs3)CC2)CC1	IC50	'='	6309.57	nM	Inhibition of human recombinant cathepsin B using Z-Arg-Arg-AMC as substrate preincubated for 30 mins measured after 1 hr by quenched fluorescent resonance energy transfer assay
CC(C)CC(C(=O)NCC#N)c1cccc(-c2cncnc2)c1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CCCCNC(=O)C(=O)[C@H](Cc1ccccc1)NC(=O)C1Cc2cc3c(cc2S(=O)(=O)N1CC)OCCO3	IC50			nM	Inhibitory activity against cathepsin B; In active
NC(=S)N/N=C(/c1cccc(Br)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1	IC50	'='	1590.0	nM	Inhibition of human liver cathepsin B
COc1ccc2c(c1)/C(=N/NC(N)=S)CCC2	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
Cc1cccc(C[C@H](NC(=O)c2ccc(F)cc2F)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1	IC50	'='	6.8	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
Cc1cc(C)cc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)NCC#N)c1	IC50	'='	11.9	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CC(C)(C)NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1	IC50	'='	6457.0	nM	Inhibition of human recombinant cathepsin B by fluorescence assay
CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)CC)C(C)C)C(=O)C(=O)NCc1ccccc1	IC50	'='	100000.0	nM	Compound was tested for inhibition of human liver Cathepsin B
CC(C)C[C@@H](CSC1CC(=O)N1C(=O)NCc1ccccc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C	IC50	'>'	75000.0	nM	Inhibitory activity against Cathepsin B
CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2	IC50	'>'	10000.0	nM	Inhibitory concentration against Cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(-c2cccnc2)c1)NC(=O)c1ccccc1	IC50	'='	7943.28	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
CC(NC(=O)[C@H](CC(=O)N(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)C(=O)C(=O)NCc1ccccc1	IC50	'>'	300000.0	nM	Activity against serine protease human liver Cathepsin B (cat-B )
N#CN1CC(OCC2CCCCC2)C1	IC50	'='	500.0	nM	Inhibitory activity tested against Human Cathepsin B using Z-Phe-Arg-pNA as substrate
CCCCS(=O)(=O)C[C@@H](NC(=O)OCCNC(C)=O)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1	IC50	'='	935.0	nM	Inhibition of cathepsin D
CCCCS(=O)(=O)C[C@@H](NC(=O)c1cccnc1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(CC)c1	IC50	'='	474.0	nM	Inhibition of cathepsin D
CS(=O)(=O)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3	IC50	'>'	2900.0	nM	Inhibition of human recombinant CatB assessed as suppression of enzyme-mediated Z-Arg-Arg-AMC cleavage by QFRET assay
COc1cc(O)ccc1/C=C/C(=O)c1ccc(NC(C)=O)cc1	IC50	'='	46810.0	nM	Inhibition of cathepsin B (unknown origin) using RR-AMC as substrate after 30 mins by fluorescence assay
COc1ccc(C(=O)/C=C/c2ccc(OC)c(Br)c2)c(O)c1	IC50	'>'	100000.0	nM	Inhibition of cathepsin B (unknown origin) using RR-AMC as substrate after 30 mins by fluorescence assay
NC(=S)N/N=C1\CCCc2c(O)cccc21	IC50	'>'	10000.0	nM	Inhibition of human liver Cathepsin B using Z-Arg-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis
COc1cc(O)ccc1C(=O)/C=C/c1ccc(F)cc1	IC50	'>'	100000.0	nM	Inhibition of cathepsin B (unknown origin) using RR-AMC as substrate after 30 mins by fluorescence assay
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	IC50	'>'	3300.0	nM	Inhibition of human Cathepsin B
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)nc1OC	IC50	'='	1690.0	nM	Inhibition of human recombinant cathepsin-B using Z-Arg-Arg-AMC as substrate preincubated for 15 mins measured after 1 hr by QFRET assay
C[C@@H]1CN(c2ccc3c(c2)OCO3)CCN1C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1	IC50	'='	645.0	nM	Inhibition of human recombinant cathepsin-B using Z-Arg-Arg-AMC as substrate preincubated for 15 mins measured after 1 hr by QFRET assay
CCCCC(=O)N[C@@H](Cc1cccc(C)c1)C(=O)NCC#N	IC50	'='	3000.0	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
NC(=S)N/N=C(\c1cccc(O)c1)c1cc(Br)cc(Br)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin-B using Z-RR-AMC as substrate preincubated for 5 mins followed by substrate addition measured for 5 mins by fluorometric method
CCOC(=O)C(C)=C=C(c1ccccc1)c1ccccc1	IC50	'='	232000.0	nM	Inhibition of cathepsin B in oxygen free condition
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(-c3ccncc3)cc2)c1	IC50	'='	3329.0	nM	In vitro inhibitory activity against human cathepsin B, using 2 uM of Z -Leu-Arg-AMC as substrate
CC(C)C[C@H](Nc1ccc(-c2ccc(N3CCNCC3)cc2)cc1)C(=O)NCC#N	IC50	'='	26.0	nM	Inhibitory concentration against human cathepsin B
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4ccncc4s3)CC2)CC1	IC50	'='	3981.07	nM	Inhibition of human recombinant cathepsin B using Z-Arg-Arg-AMC as substrate preincubated for 30 mins measured after 1 hr by quenched fluorescent resonance energy transfer assay
CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1ccc(F)cc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O	IC50	'='	1900.0	nM	Inhibition of human Cathepsin B
Cc1cccc(C[C@H](NC(=O)c2ccc(F)cc2F)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1	IC50	'='	180.0	nM	Competitive inhibition of human cathepsin B using Z-RR-AMC as substrate assessed as inhibition constant preincubated for 20 mins followed by pre-activated enzyme addition and measured after 15 mins by Cheng-Prusoff equation analysis
CC(C)C[C@H](NC(=O)OCC(C)(C)Sc1ccccc1)C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O	IC50	'='	2600.0	nM	Inhibition of human Cathepsin B
NC(=S)NN=C(c1ccc(Br)cc1)c1ccc(Br)cc1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B
CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](C)CC	IC50	'='	3.7	nM	Inhibition of cathepsin B (unknown origin) using RR-AMC as substrate preincubated for 30 mins followed by substrate addition and further incubated for 30 mins under shaking condition by fluorescence assay
NC(=S)N/N=C(\c1ccccc1)c1cccc(C(=O)c2ccccc2)c1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B using Z-RR-AMC as substrate after 5 mins by fluorescence assay
COc1ccc(C(=O)NCC(=O)NC/C=C/S(C)(=O)=O)cc1C(=O)C(C)(C)c1cc(Cl)cc(Cl)c1	IC50	'>'	100000.0	nM	Inhibition of human recombinant Cathepsin B using fluorogenic peptide substrate
COc1ccc(OC)c(S(=O)(=O)N[C@@H]2C[C@H](C)N(C#N)C2)c1	IC50	'>'	25118.86	nM	Inhibition of human recombinant cathepsin B after 1 hr
N#CCNC(=O)[C@H](Cc1ccccc1)NC(=O)C(c1ccccc1)c1ccccc1	IC50	'='	496.0	nM	Inhibitory activity against recombinant human cathepsin B (cat B) expressed in baculovirus.
CCCC[C@H](NC(=O)OCC(C)(C)Cc1ccccc1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'>'	5000.0	nM	Inhibition of 10 uM Cbz-Phe-Arg-AMC binding to human cathepsin B in fluorescence assay
CC(C)C[C@H](Nc1ccccc1-c1ccc(N2CCNCC2)cc1)C(=O)NCC#N	IC50	'='	1812.0	nM	Inhibitory concentration against human cathepsin B
CCC(C)CNc1nc(C#N)nc2c1ncn2C1CCCC1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
COc1ccc(Cn2cnc3c(NCc4ccccc4)nc(C#N)nc32)cc1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
CC[C@H](NC(=O)N1C(=O)CC1SC[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CC(C)(C)C)C(C)(C)C)c1ccccc1	IC50	'>'	75000.0	nM	Inhibitory activity against Cathepsin B
CS(=O)(=O)N1CCC[C@@H]1C(=O)N[C@H](C=O)Cc1ccccc1	IC50	'='	3000.0	nM	Compound was tested for inhibitory activity against Cathepsin B.
O=C1NN(c2ccc(Cl)cc2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)cc2)o1	IC50	'='	81500.0	nM	Inhibition of human cathepsin B
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C	IC50	'='	23000.0	nM	Inhibition of cathepsin B
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)NC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C	IC50	'='	51000.0	nM	Inhibition of cathepsin B
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C	IC50	'='	18000.0	nM	Inhibition of cathepsin B
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C	IC50				Inhibition of cathepsin B
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C/C=C/c1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C	IC50				Inhibition of cathepsin B
C[C@@H](NC(=O)N1C(=O)CC1SCc1ccccc1)c1ccccc1	IC50	'>'	75000.0	nM	Inhibitory activity against Cathepsin B
CC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CCCCN1C#N	IC50	'='	38.0	nM	Inhibition of human recombinant cathepsin B
CC(C)C(Nc1cccc(C#N)c1)C(=O)N1CCCCN1C#N	IC50	'='	40.0	nM	Inhibition of human recombinant cathepsin B
Cc1cccc(C[C@H](Nc2ccccc2)C(=O)N[C@H](C#N)COCc2ccc(C(=O)O)cc2)c1	IC50	'='	282.0	nM	Inhibitory activity against cathepsin B (catB)
N#Cc1nc(NCc2cccc(-c3cn(S(=O)(=O)c4ccccc4)c4ccccc34)c2)c2ncn(CCCO)c2n1	IC50	'>'	50000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2cccc(-c3ccc4ccccc4c3)c2)c2ncn(CCCO)c2n1	IC50	'>'	50000.0	nM	Inhibition of human liver cathepsin B
N#Cc1nc(NCc2ccc(Cl)c(Cl)c2)c2ncn(CCO)c2n1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
COc1ccc(CNc2nc(C#N)nc3c2ncn3Cc2ccccc2)cc1	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
CCCCn1cnc2c(NCc3ccccc3)nc(C#N)nc21	IC50	'>'	30000.0	nM	Inhibition of human liver cathepsin B
CC[C@@H](C)[C@H](NC(=O)NC(C)C)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12	IC50	'='	580.0	nM	Inhibition of human cathepsin B
CCOC(=O)/C=C/C=C/C(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1	IC50	'='	2250.0	nM	Inhibition of human cathepsin B using Cbz-Phe-Arg-AMC as substrate
Cc1ccc(S(=O)(=O)N2C[C@H](N=[N+]=[N-])C[C@H]2C(=O)N[C@H](C=O)Cc2ccccc2)cc1	IC50	'>'	10000.0	nM	Compound was tested for inhibitory activity against Cathepsin B.
CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1	IC50	'='	11000.0	nM	Inhibition of recombinant cathepsin B (unknown origin) using Z-Leu-Arg-AMC as substrate by spectrofluorometer analysis
	IC50	'='	600.0	nM	Inhibitory concentration against human liver cathepsin B
Cc1cccc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)c1C	IC50	'>'	10000.0	nM	Inhibition of cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1cccc2ccccc12	IC50	'='	10000.0	nM	Inhibition of cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1cccc2c1CCCC2	IC50	'>'	10000.0	nM	Inhibition of cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1ccnc2ccccc12	IC50	'>'	10000.0	nM	Inhibition of cathepsin B
N#CCNC(=O)[C@H](Cc1cccc(-c2nnco2)c1)NC(=O)c1ccccc1	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(-c2nncs2)c1)C(=O)NCC#N	IC50	'>'	10000.0	nM	Inhibition of human liver cathepsin B assessed as inhibition of fluorogenic substrate cleavage
CC(C)C[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12	IC50	'>'	1000.0	nM	Inhibition of human cathepsin B
Cc1cccc(O[C@@H]2CCNC[C@H]2O)c1C	IC50	'>'	100000.0	nM	Inhibition of human recombinant cathepsin B
