Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
CN1CCC[C@H]1C(=O)N1CCC(CCOc2ccc(-c3nc(C#N)nc4c3ccn4CC3CCOC3)cc2C(F)(F)F)CC1	IC50	'='	0.97	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
N#CCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1	IC50	'='	13.0	nM	Inhibitory activity against mouse cathepsin S
CN1CCC[C@H]1C(=O)N1CCC(CCOc2ncc(-c3nc(C#N)nc4c3ccn4C)cc2C(F)(F)F)CC1	IC50	'='	1.1	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
Cn1cnc2c(-c3ccc(OCCC4CCNCC4)c(C(F)(F)F)c3)nc(C#N)nc21	IC50	'='	0.7	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
N#CCNC(=O)C1(NC(=O)c2ccc(N3CCOCC3)cc2)CCCCC1	IC50	'='	4500.0	nM	Inhibitory activity against mouse cathepsin S
CN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1	IC50	'='	5400.0	nM	Inhibitory activity against mouse cathepsin S
CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N	IC50	'='	254.0	nM	Inhibition of mouse recombinant cathepsin S
N#CC1(NC(=O)[C@H](CS(=O)(=O)c2ccc(Cl)c(Cl)c2)N[C@@H](c2ccccc2)C(F)(F)F)CC1	IC50	'<'	0.2	nM	Inhibition of mouse recombinant cathepsin S
N#CC1(NC(=O)[C@H](CS(=O)(=O)Cc2cccc(F)c2F)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1	IC50	'='	0.8	nM	Inhibition of mouse recombinant cathepsin S
CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCC(F)(F)CC3)cc2)CC1	IC50	'='	20.0	nM	Inhibition of mouse cathepsin S by fluorescence assay
CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCCC3)c(F)c2)CC1	IC50	'='	14.0	nM	Inhibition of mouse cathepsin S by fluorescence assay
N#CC1(NC(=O)[C@H](CS(=O)(=O)CC2CC2)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1	IC50	'='	0.9	nM	Inhibition of mouse recombinant cathepsin S
Cn1cnc2c(C#N)nc(-c3ccc(OCc4ccccn4)c(C(F)(F)F)c3)cc21	IC50	'='	2.5	nM	Inhibition of mouse cathepsin S by fluorescence assay
N#CCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1	IC50	'='	40.0	nM	Inhibitory activity against mouse cathepsin S in mouse splenocytes
Cn1cnc2c(C#N)nc(-c3ccc(OCCC4CCN(Cc5ncco5)CC4)c(C(F)(F)F)c3)cc21	IC50	'='	1.6	nM	Inhibition of mouse cathepsin S
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1	IC50	'='	34100.0	nM	Inhibitory activity against mouse cathepsin S
CN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC(F)(F)F)CCCCC4)cc3)cs2)CC1	IC50	'>'	10000.0	nM	Inhibitory activity against mouse cathepsin S in mouse splenocytes
N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3Cl)CN2C(=O)c2ccccc2)CC1	IC50	'='	1.0	nM	Inhibition of mouse cathepsin-S using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay
N#CCNC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2)C[C@H]1C(=O)N1CCOCC1	IC50	'='	1.0	nM	Inhibition of mouse cathepsin-S using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay
N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3Cl)CN2C(=O)C2CCCCC2)CC1	IC50	'='	0.2	nM	Inhibition of mouse cathepsin-S using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay
N#CC1(NC(=O)[C@@H]2C[C@@H](S(=O)(=O)c3ccccc3C(F)(F)F)CN2)CC1	IC50	'='	6.0	nM	Inhibition of mouse cathepsin-S using Z-Val-Val-Arg-AMC as substrate up to 20 mins by fluorescence assay
CCN1CCC(COc2ccc(-c3nc(C#N)nc4c3ccn4CC3CCOC3)cc2C(F)(F)F)CC1	IC50	'='	3.2	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
N#CC1(NC(=O)[C@H](CS(=O)(=O)c2ccc(Br)cc2)N[C@@H](c2ccccc2)C(F)(F)F)CC1	IC50	'='	0.2	nM	Inhibition of mouse recombinant cathepsin S
CN(C)C(=O)CN1CCC(CCOc2ccc(-c3nc(C#N)nc4c3ccn4C)cc2C(F)(F)F)CC1	IC50	'='	1.0	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CCNCC3)cc2)c1	IC50	'='	740.0	nM	Inhibitory activity against mouse cathepsin S in mouse splenocytes
CN(C)CCCOc1ccc(-c2cc3c(ncn3C)c(C#N)n2)cc1C(F)(F)F	IC50	'='	2.6	nM	Inhibition of mouse cathepsin S by fluorescence assay
CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1	IC50	'='	480.0	nM	Inhibitory activity against mouse cathepsin S in mouse splenocytes
CN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1	IC50	'='	318.0	nM	Inhibitory activity against mouse cathepsin S in mouse splenocytes
CN1CCC[C@H]1C(=O)N1CCC(CCOc2ncc(-c3nc(C#N)nc4c3ncn4C)cc2C(F)(F)F)CC1	IC50	'='	0.85	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
Cn1ccc2c(-c3cnc(OCCC4CCNCC4)c(C(F)(F)F)c3)nc(C#N)nc21	IC50	'='	1.8	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
N#CC1(NC(=O)[C@H](CS(=O)(=O)c2cccc(Br)c2)N[C@@H](c2ccccc2)C(F)(F)F)CC1	IC50	'<'	0.2	nM	Inhibition of mouse recombinant cathepsin S
N#CCNC(=O)C1(NC(=O)c2ccc(-c3csc(N4CCOCC4)n3)cc2)CCCCC1	IC50	'='	8500.0	nM	Inhibitory activity against mouse cathepsin S
Cn1cnc2c(-c3ccc(OCCC4CCN(CC(=O)N5CCC(C#N)CC5)CC4)c(C(F)(F)F)c3)nc(C#N)nc21	IC50	'='	1.0	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
CN1CCC[C@@H]1C(=O)N1CC[C@@H](OCCOc2ncc(-c3nc(C#N)nc4c3ccn4C)cc2C(F)(F)F)C1	IC50	'='	0.62	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
CN1CCC[C@H]1C(=O)N1CCC(COc2ccc(-c3nc(C#N)nc4c3ccn4CC3CCOC3)cc2C(F)(F)F)CC1	IC50	'='	0.91	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
Cn1cnc2c(-c3ccc(OCCC4CCN(CC(=O)N5CC[C@H](F)C5)CC4)c(C(F)(F)F)c3)nc(C#N)nc21	IC50	'='	0.87	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
O=C(N[C@@H]1CCCc2ccc(/N=C/N3CCCCCC3)cc21)c1ccc(Br)cc1	IC50	'='	1570.0	nM	Inhibition of mouse cathepsin S using benzyloxycarbonyl-L-Leucyl-L-Arginine 4-Methyl-coumaryl-7-amide substrate by FRET assay
CCN1CCC(CCOc2ncc(-c3nc(C#N)nc4c3ncn4CC3CCOC3)cc2C(F)(F)F)CC1	IC50	'='	1.3	nM	Inhibition Assay: First, spleen cells collected from C57BL/6 mice were seeded in a 96-well plate so as to be a 1× 105 cells/well, then, 5-fold dilution of 10 mM DMSO solution of the test compound was serially performed with RPMI 1640 medium (including 10% fetal bovine serum (FCS), 5×10^−5 M 2-mercaptoethanol, 50 IU/mL penicillin and 50 μg/mL streptomycin) nine times such that the final concentration becomes 0.026 nM to 10 μM, and the resultant products were added thereto (the final DMSO concentration was 0.1%). At the same time, LPS (Sigma L4005) was added to the wells such that the final concentration becomes 2 μg/mL, and culture was performed at 37° C. for 48 hours in 5% CO2. After culturing, the cells were stained at 4° C. for 20 minutes with PE-labeled streptavidin (BD BIOSCIENCE 554061) and biotin-labeled YAe antibody (EBIOSCIENCE 13-5741-85) together with FITC-labeled anti-mouse B220 antibody (BD BIOSCIENCE 553088), and an expression level (fluorescence intensity of YAe-bioti
