Smiles	Standard Type	Standard Relation	Standard Value	Standard Units	Assay Description
Cn1c(=O)n(C2CCN(CCCn3cncc(-c4ccc(Cl)c(CNC(=O)c5ccc(F)cc5)c4)c3=O)CC2)c2cc(Cl)ccc21	IC50	'='	6700.0	nM	Inhibition of cathepsin S-mediated invariant chain degradation in human JY B-cells assessed as accumulation of p10 fragment by Western blot analysis
Cn1cnc2c(C#N)nc(-c3ccc(OCc4ccncc4)c(C(F)(F)F)c3)cc21	IC50	'='	10.0	nM	Inhibition of human cathepsin S by fluorescence assay
Cn1cnc2c(C#N)nc(-c3ccc(CCCO)c(C(F)(F)F)c3)cc21	IC50	'='	24.0	nM	Inhibition of human cathepsin S by fluorescence assay
CC(=O)Nc1ccc(-c2cc3[nH]cnc3c(C#N)n2)cc1C(F)(F)F	IC50	'='	3236.0	nM	Inhibition of human cathepsin S by fluorescence assay
CCOc1ccc(-c2cc3c(ncn3CCN3CCOCC3)c(C#N)n2)cc1C(F)(F)F	IC50	'='	10000.0	nM	Inhibition of cathepsin S-mediated proteolytic cleavage of MHC2 associated invariant chain in human JY cells assessed as accumulation of lip10 by Western blot analysis
CCN1CCN(CCCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)CC1	IC50	'='	63.0	nM	Inhibition of cathepsin S-mediated proteolytic cleavage of MHC2 associated invariant chain in human JY cells assessed as accumulation of lip10 by Western blot analysis
CS(=O)(=O)C[C@H](N[C@@H](c1ccc(-c2ccc(F)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	IC50	'='	10.0	nM	Inhibition of human cathepsin S
N#Cc1cccc(-c2cccc(C(F)(F)F)c2)n1	IC50	'='	2884.0	nM	Inhibition of human cathepsin S by fluorescence assay
N#Cc1cccc(-c2ccc(OCCCO)c(C(F)(F)F)c2)n1	IC50	'='	155.0	nM	Inhibition of human cathepsin S by fluorescence assay
Cc1nccn1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C#N)COCc1ccccc1	IC50	'='	240.0	nM	Inhibition of recombinant human cathepsin S
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccc(C(=O)OC)c(N)c1	IC50	'='	5.8	nM	Inhibition of human recombinant cathepsin S expressed in Escherichia coli BL21 (DE3) after 10 mins by fluorescence assay
Cc1cccc(C[C@H](NC(=O)C(c2ccccc2)c2ccccc2)C(=O)N[C@H](C#N)COCc2cccc(C(=O)O)c2)c1	IC50	'='	46.0	nM	Inhibitory activity against recombinant human cathepsin S (cat S) expressed in baculovirus
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc(OC)ccc1[N+](=O)[O-]	IC50	'='	3.1	nM	Inhibition of human recombinant cathepsin S expressed in Escherichia coli BL21 (DE3) after 10 mins by fluorescence assay
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)CCC(=O)c1ccc2ccc3cccc4ccc1c2c34	IC50	'>'	100.0	nM	Inhibition of human recombinant cathepsin S expressed in Escherichia coli BL21 (DE3) after 10 mins by fluorescence assay
N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1	IC50	'='	5900.0	nM	Inhibition of human cathepsin S
CN1CCN(c2nc(-c3ccc(C(=O)NC4(C(=O)NCC#N)CCCCC4)cc3)cs2)CC1	IC50	'='	47000.0	nM	Inhibitory activity against human cathepsin S
N#CCNC(=O)C1(NC(=O)c2ccc(N3CCOCC3)cc2)CCCCC1	IC50	'='	52000.0	nM	Inhibitory activity against human cathepsin S
CC1CCC(C[C@H](CC(=O)N2CCOCC2)C(=O)N[C@]2(C#N)CCN(C3CCCCC3)C2)CC1	IC50	'='	14.0	nM	Inhibition of human cathepsin S
N#C[C@@]1(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCCCC2)CCN(CC2CC2)C1	IC50	'='	22.0	nM	Inhibition of human cathepsin S
N#CC1(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCCCC2)CCN(Cc2ccccc2)CC1	IC50	'='	207.0	nM	Inhibition of human cathepsin S
CC(C)C[C@H](NC(=O)c1cc2ccccc2o1)C(=O)N[C@@H](C)C(=O)CNS(=O)(=O)c1ccccn1	IC50	'='	20.0	nM	Inhibition of human recombinant cathepsin S
C[C@H](Oc1ccc(S(=O)(=O)[C@@H]2C[C@@H](C(=O)NC3(C#N)CC3)N(C(=O)C3(c4ncc(Br)cc4F)CNC3)C2)c(Cl)c1)C(F)(F)F	IC50	'='	3.478	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.
CCCC(C(=O)NCC#N)c1cccc(-c2ccc(N3CCN(C)CC3)cc2)c1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin S, using 2 uM of Z -Leu-Arg-AMC as substrate
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(C(N)=O)cc2)c1	IC50	'='	1373.0	nM	In vitro inhibitory activity against human cathepsin S, using 2 uM of Z -Leu-Arg-AMC as substrate
CCCC[C@H](NC(=O)OCC1(CCc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	34.0	nM	Inhibition of 10 uM Cbz-Val-Val-Arg-AMC binding to human cathepsin S in fluorescence assay
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C)CC1	IC50	'='	3.0	nM	Inhibition of human recombinant cathepsin S by fluorometric assay
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)C)CC1	IC50	'='	3.0	nM	Inhibition of human recombinant cathepsin S by fluorometric assay
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)NC(C)(C)C1	IC50	'='	5.0	nM	Inhibition of human recombinant cathepsin S by fluorometric assay
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)=O)CC1	IC50	'='	10.0	nM	Inhibition of human recombinant cathepsin S by fluorometric assay
CCCc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OC)cc2)cc1	IC50	'='	1200.0	nM	Inhibition of recombinant human cathepsin S in a fluorescence assay
N#Cc1ccccc1N1CCN(C[C@H](O)COC[C@@H](Cc2ccccc2)NS(=O)(=O)c2ccc(Br)cc2)CC1	IC50	'='	4380.0	nM	Inhibition of human cathepsin S
N#Cc1ccccc1N1CCN(C[C@@H](O)COC[C@@H](Cc2ccccc2)NC(=O)C2CCN(C(=O)OCc3ccccc3)CC2)CC1	IC50	'>'	100000.0	nM	Inhibition of human cathepsin S
CCCC[C@H](NC(=O)OCC1(Cc2ccccc2)CCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	20.0	nM	Inhibition of 10 uM Cbz-Val-Val-Arg-AMC binding to human cathepsin S in fluorescence assay
CC(C)C[C@H](Nc1cscc1Br)C(=O)NCC#N	IC50	'='	897.0	nM	Inhibitory concentration against human cathepsin S
Cn1cnc2c(C#N)nc(-c3ccc(OCc4ccccn4)c(C(F)(F)F)c3)cc21	IC50	'='	20.0	nM	Inhibition of human cathepsin S by fluorescence assay
CCCc1cc(-c2ccccc2C(F)(F)F)nc(C#N)n1	IC50	'>'	10000.0	nM	Inhibition of human recombinant cathepsin S
CCCc1cc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)nc(C#N)n1	IC50	'='	58.0	nM	Inhibition of human recombinant cathepsin S
CCOc1ccc(-c2nc(C#N)c3ncn(CC)c3n2)cc1C(F)(F)F	IC50	'='	7.2	nM	Inhibition of human recombinant cathepsin S
CCCc1cc(C2CCCCCCC2)nc(C#N)n1	IC50	'='	2239.0	nM	Inhibition of human recombinant cathepsin S by fluorescence assay
N#CC1(NC(=O)[C@@H]2C[C@@H](Sc3ccc(Cl)cn3)CN2C(=O)C2(c3ncc(Cl)cc3F)CC2)CC1	IC50	'='	263.5	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.
Cn1cc(-c2ccc(S(=O)(=O)[C@@H]3C[C@@H](C(=O)NC4(C#N)CC4)N(C(=O)C4(c5ncc(Cl)cc5Cl)CC4)C3)c(Cl)c2)cn1	IC50	'='	0.703	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccccn2)c1	IC50	'>'	10000.0	nM	In vitro inhibitory activity against human cathepsin S, using 2 uM of Z -Leu-Arg-AMC as substrate
COc1ccc(C(=O)N[C@@H](CC(C)C)C(=O)NCCNc2ccc(OCC(C)C)cc2)cc1	IC50	'='	480.0	nM	Inhibitory activity against recombinant human cathepsin S activity
CCC[C@@H](C#N)NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1	IC50	'='	82.0	nM	Inhibitory concentration against human recombinant Cathepsin S expressed in baculovirus
CCCc1cc(-c2ccc(C(F)(F)F)cc2)nc(C#N)n1	IC50	'='	1259.0	nM	Inhibition of human recombinant cathepsin S by fluorescence assay
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCCNC3=O)C(=O)COC(=O)c3c(C(F)(F)F)cccc3C(F)(F)F)cc12	IC50	'='	116.0	nM	Inhibition of human cathepsin S incubated for 30 mins by fluorometric analysis
COC(=O)C1CCN(CC(O)Cn2nc(-c3ccc(Cl)c(C#Cc4ccc(Cl)cc4)c3)c3c2CCN(S(C)(=O)=O)C3)CC1	IC50	'>'	10000.0	nM	Inhibition of cathepsin S in human JY cells assessed as invariant chain li degradation by Western blotting
COc1ccc(CNCc2ccc(C#Cc3cc(-c4nn(CCCN5CCOCC5)c5c4CN(S(C)(=O)=O)CC5)ccc3Cl)cc2)cc1	IC50	'='	230.0	nM	Inhibition of human recombinant cathepsin S expressed in baculovirus by FRET assay
CC(=O)N1CCC(C2CCN(C[C@H](O)Cn3nc(-c4ccc(Cl)c(C#Cc5ccc(Cl)cc5)c4)c4c3CCN(S(C)(=O)=O)C4)CC2)CC1	IC50	'='	10000.0	nM	Inhibition of cathepsin S in human JY cells assessed as invariant chain li degradation by Western blotting
CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	430.0	nM	Inhibition of 10 uM Cbz-Val-Val-Arg-AMC binding to human cathepsin S in fluorescence assay
Cn1c(=O)n(C2CCN(CCCn3nccc(-c4ccc(Cl)c(CNC(=O)c5ccc(F)cc5)c4)c3=O)CC2)c2cc(Cl)ccc21	IC50	'='	1800.0	nM	Inhibition of cathepsin S-mediated invariant chain degradation in human JY B-cells assessed as accumulation of p10 fragment by Western blot analysis
CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21	IC50	'='	15.85	nM	Inhibition of human Cathepsin S
N#C[C@H](COCc1ccccc1)NC(=O)[C@@H](CC(=O)N1CCOCC1)CC1CCCCC1	IC50	'='	37.0	nM	Inhibition of human cathepsin S
N#CC1(NC(=O)[C@@H]2C[C@@H](Sc3cc(C(F)(F)F)ccc3Cl)CN2C(=O)C2(c3ncc(Cl)cc3F)CC2)CC1	IC50	'='	3.466	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.
CN1CCN(CCCOc2ccc(-c3ccnc(C#N)c3)cc2C(F)(F)F)CC1	IC50				Inhibition of human cathepsin S by fluorescence assay
CN(CC1CCCCC1)c1nc(C#N)ncc1C(=O)NCCc1ccccc1	IC50	'='	32.0	nM	Inhibition of human recombinant cathepsin S by fluorometric assay
CN1CCC(CCOc2nc(C#N)nc(NCC3CCC4(CC3)CC4)c2C(=O)NCCc2ccccc2)CC1	IC50	'<'	1.0	nM	Inhibition of human recombinant cathepsin S by fluorometric assay
CC(C)(C)Cn1c(CN2CCC3(CC2)NC(=O)NC3=O)cc2cnc(C#N)nc21	IC50	'>'	1000.0	nM	Inhibition of human recombinant cathepsin S by fluorescence assay
CNC(=O)c1c(NCC2OCC3(CCC3)CO2)nc(C#N)nc1OCC1CCN(C)CC1	IC50	'>'	1000.0	nM	Inhibition of human recombinant cathepsin S by fluorometric assay
CCCC[C@H](NC(=O)O[C@@H]1C[C@H](C)C[C@H](C)C1)C(=O)C(=O)N[C@H](C)c1ccccc1	IC50	'='	63.0	nM	Inhibitory concentration against human cathepsin S by fluorescence assay using 10 uM Cbz-Val-Val-Arg-AMC
CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccc(F)cc2C(F)(F)F)CN1c1cc(C)nn1C1CCC1)C(=O)C(=O)NC1CC1	IC50	'='	2.979	nM	Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.
CC(C)(C#N)c1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1	IC50	'='	3162.28	nM	Inhibition of human recombinant cathepsin S using Z-Val-Val-Arg-AMC as substrate preincubated for 30 mins measured after 1 hr by quenched fluorescent resonance energy transfer assay
COC(=O)[C@H](NCc1ccc(C#Cc2cc(-c3nn(CCCN4CCOCC4)c4c3CN(S(C)(=O)=O)CC4)ccc2Cl)cc1)c1ccccc1	IC50	'='	100.0	nM	Inhibition of human recombinant cathepsin S expressed in baculovirus by FRET assay
CC#Cc1cc(-c2nn(CCCN3CCOCC3)c3c2CN(S(C)(=O)=O)CC3)ccc1Cl	IC50	'='	7400.0	nM	Inhibition of human recombinant cathepsin S expressed in baculovirus by FRET assay
O=C(c1ccco1)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(Cl)cc4)c3)nn2CCCN2CCOCC2)C1	IC50	'='	330.0	nM	Inhibition of human recombinant cathepsin S expressed in baculovirus by FRET assay
CC(C)CC(C(=O)NCC#N)c1cccc(-c2ccc(C3CNCCO3)cc2)c1	IC50	'='	3368.0	nM	In vitro inhibitory activity against human cathepsin S, using 2 uM of Z -Leu-Arg-AMC as substrate
C[C@@H](NC(=O)C(=O)[C@H](CCCCNC(=O)N1CCOCC1)NC(=O)OCC1(Cc2ccc(F)cc2)CCC1)c1ccccc1	IC50	'='	27.0	nM	Inhibition of 10 uM Cbz-Val-Val-Arg-AMC binding to human cathepsin S in fluorescence assay
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](CC#N)CCc1ccccc1	IC50	'>'	13000.0	nM	Inhibitory concentration against human recombinant Cathepsin S expressed in baculovirus
N#CCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccccc1	IC50	'='	5.3	nM	Inhibitory activity against human cathepsin S
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)/C=C/c1cc(OC)ccc1OC	IC50	'='	3.8	nM	Inhibition of human recombinant cathepsin S expressed in Escherichia coli BL21 (DE3) after 10 mins by fluorescence assay
Cc1cccc(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)n1	IC50	'='	11.0	nM	Inhibition of human cathepsin S by fluorescence assay
CCOc1ccc(-c2cc3c(ncn3CCN3CCOCC3)c(C#N)n2)cc1C(F)(F)F	IC50	'='	37.0	nM	Inhibition of human cathepsin S by fluorescence assay
CCNc1ccc(-c2cc3[nH]cnc3c(C#N)n2)cc1C(F)(F)F	IC50	'='	105.0	nM	Inhibition of human cathepsin S by fluorescence assay
N#Cc1nc(-c2cccc(C(F)(F)F)c2)cc2[nH]cnc12	IC50	'='	1047.0	nM	Inhibition of human cathepsin S by fluorescence assay
Cc1cccc(CCOc2ccc(-c3cc4c(ncn4C)c(C#N)n3)cc2C(F)(F)F)n1	IC50	'='	267.0	nM	Inhibition of cathepsin S-mediated proteolytic cleavage of MHC2 associated invariant chain in human JY cells assessed as accumulation of lip10 by Western blot analysis
Cn1cnc2c(C#N)nc(-c3ccc(OCCCN4CCCC4)c(C(F)(F)F)c3)cc21	IC50	'='	89.0	nM	Inhibition of cathepsin S-mediated proteolytic cleavage of MHC2 associated invariant chain in human JY cells assessed as accumulation of lip10 by Western blot analysis
CCOC(=O)CNC(=O)C(=O)C(COCc1ccccc1)NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cccc([N+](=O)[O-])c1	IC50	'='	1.9	nM	Inhibition of human recombinant cathepsin S expressed in Escherichia coli BL21 (DE3) after 10 mins by fluorescence assay
N#C[C@@]1(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCc3ccccc3C2)CCN(C2CCCCC2)C1	IC50	'='	1.9	nM	Inhibition of human cathepsin S
CN1CCC(C#N)(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCCCC2)CC1	IC50	'='	251.0	nM	Inhibition of human cathepsin S
CCCC[C@H](NC(=O)O[C@H](Cn1ccc(-c2ccncc2)n1)C(C)(C)C)C(=O)CNS(=O)(=O)c1ccccn1	IC50	'='	11.0	nM	Inhibition of human recombinant cathepsin S
COc1ccccc1N1CCN(CCCCn2nc(-c3ccc(Cl)cc3)c3c2CCN(C(C)=O)C3)CC1	IC50	'='	9500.0	nM	Inhibitory concentration against human cysteine protease cathepsin S
N#C[C@@]1(NC(=O)[C@@H](CC(=O)N2CCOCC2)CC2CCCC2)CCN(C2CCCCC2)C1	IC50	'='	63.0	nM	Inhibition of human cathepsin S
CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCCC3)c(F)c2)CC1	IC50	'='	18.0	nM	Inhibition of human recombinant cathepsin S by fluorescence assay
CS(=O)(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(CNCc5ccc(Cl)c(Cl)c5)cc4)c3)nn2CCCN2CCOCC2)C1	IC50	'='	1800.0	nM	Inhibition of cathepsin S in human JY cells assessed as invariant chain li degradation by Western blotting
N#Cc1nccc(-c2ccc(OCCCO)c(C(F)(F)F)c2)n1	IC50	'='	4.5	nM	Inhibition of human cathepsin S by fluorescence assay
CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	IC50	'='	120.0	nM	Inhibition of human Cathepsin S
CS(=O)(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(CNCc5ccccc5)cc4)c3)nn2CCCN2CCOCC2)C1	IC50	'='	420.0	nM	Inhibition of human recombinant cathepsin S expressed in baculovirus by FRET assay
CS(=O)(=O)N1CCc2c(c(-c3ccc(Cl)c(C#Cc4ccc(Cl)cc4)c3)nn2CC(O)CN2CCC(C(N)=O)CC2)C1	IC50	'='	110.0	nM	Inhibition of human recombinant cathepsin S expressed in baculovirus by FRET assay
CS(=O)(=O)N1CCc2c(c(-c3ccc(Br)cc3)nn2CC(O)CN2CCC(c3c[nH]c4ccc(Cl)cc34)CC2)C1	IC50	'='	54.0	nM	Inhibition of human cathepsin S
CCNC(=O)c1sc2cc(F)ccc2c1C1CCN(CCCn2nc(-c3ccc(C(F)(F)F)cc3)c3c2CCN(S(C)(=O)=O)C3)CC1	IC50	'='	37.0	nM	Inhibition of human cathepsin S
COC(=O)c1oc2cc(F)ccc2c1C1CCN(CC(O)Cn2nc(-c3ccc(C(F)(F)F)cc3)c3c2CCN(C(C)=O)C3)CC1	IC50	'='	220.0	nM	Inhibition of human cathepsin S
CS(=O)(=O)N1CCc2c(c(-c3ccc(Br)cc3)nn2CC(O)CN2CCC(c3c[nH]c4ncccc34)CC2)C1	IC50				Inhibition of cathepsin S in human JY cells by invariant chain degradation assay
CC(=O)N1CCN(c2ccc(OCc3cc4cnc(C#N)nc4n3CCC3CCCCCC3)cc2)CC1	IC50	'='	50.0	nM	Inhibition of human recombinant cathepsin S by fluorescence assay
N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc(-c4ccccc4)cs3)CC2)CC1	IC50	'='	1584.89	nM	Inhibition of human recombinant cathepsin S using Z-Val-Val-Arg-AMC as substrate preincubated for 30 mins measured after 1 hr by quenched fluorescent resonance energy transfer assay
